,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb,Years
22,23,Ahmad Bradshaw,NYG,25,RB,12,9,171,659,9,41,37,3.9,54.9,1,2011
17,18,Ahmad Bradshaw,NYG,26,RB,14,12,221,1015,6,58,37,4.6,72.5,3,2012
97,95,Ahmad Bradshaw,IND,27,RB,3,2,41,186,2,11,27,4.5,62,0,2013
52,52,Ahmad Bradshaw,IND,28,RB,10,1,90,425,2,18,29,4.7,42.5,3,2014
113,111,Ahmad Bradshaw,IND,29,RB,6,0,31,85,0,5,23,2.7,14.2,0,2015
16,17,Ahman Green,GNB,23,RB,16,11,263,1175,10,62,39,4.5,73.4,6,2000
53,53,Ahman Green,GNB,28,RB,5,5,77,255,0,12,13,3.3,51,1,2005
14,15,Ahman Green,GNB,29,RB,14,14,266,1059,5,55,70,4,75.6,4,2006
61,60,Ahman Green,HOU,30,RB,6,5,70,260,2,17,18,3.7,43.3,0,2007
62,61,Ahman Green,HOU,31,RB,8,1,74,294,3,23,14,4,36.8,0,2008
84,83,Ahman Green,GNB,32,RB,8,0,41,160,1,8,26,3.9,20,0,2009
9,10,Ahman Green*,GNB,24,RB,16,16,304,1387,9,57,83,4.6,86.7,5,2001
11,12,Ahman Green*,GNB,25,RB,14,14,286,1240,7,57,43,4.3,88.6,4,2002
2,3,Ahman Green*,GNB,26,RB,16,16,355,1883,15,100,98,5.3,117.7,7,2003
15,16,Ahman Green*,GNB,27,RB,15,15,259,1163,7,58,90,4.5,77.5,7,2004
294,286,Ahmard Hall,TEN,28,RB,11,4,1,8,0,1,8,8,0.7,0,2007
285,277,Ahmard Hall,TEN,31,RB,16,4,1,1,0,1,1,1,0.1,0,2010
145,142,Akeem Hunt,HOU,22,RB,7,1,17,96,0,6,25,5.6,13.7,0,2015
130,127,Akeem Hunt,HOU,23,RB,8,0,20,109,0,5,19,5.5,13.6,2,2016
172,168,Akeem Hunt,KAN,24,RB,15,0,8,23,0,1,11,2.9,1.5,0,2017
159,155,Albert Young,MIN,24,RB,7,0,12,53,0,3,10,4.4,7.6,0,2009
152,149,Albert Young,MIN,25,RB,3,0,13,29,0,1,6,2.2,9.7,0,2010
107,105,Alex Collins,SEA,22,RB,11,0,31,125,1,8,26,4,11.4,2,2016
14,15,Alex Collins,BAL,23,RB,15,12,212,973,6,53,50,4.6,64.9,4,2017
44,44,Alex Collins,BAL,24,RB,10,10,114,411,7,22,19,3.6,41.1,3,2018
141,138,Alex Collins,SEA,26,RB,3,1,18,77,2,5,13,4.3,25.7,0,2020
50,50,Alex Collins,SEA,27,RB,11,6,108,411,2,22,25,3.8,37.4,1,2021
232,226,Alex Green,GNB,23,RB,4,0,3,11,0,0,8,3.7,2.8,0,2011
31,31,Alex Green,GNB,24,RB,12,4,135,464,0,17,41,3.4,38.7,1,2012
151,148,Alex Green,NYJ,25,RB,13,0,11,35,0,2,9,3.2,2.7,0,2013
236,230,Alex Haynes,CAR,25,RB,10,0,3,3,0,0,3,1,0.3,0,2007
47,47,Alexander Mattison,MIN,21,RB,13,0,100,462,1,19,35,4.6,35.5,1,2019
54,54,Alexander Mattison,MIN,22,RB,13,2,96,434,2,24,25,4.5,33.4,0,2020
38,38,Alexander Mattison,MIN,23,RB,16,4,134,491,3,28,48,3.7,30.7,1,2021
65,64,Alexander Mattison,MIN,24,RB,17,0,74,283,5,21,15,3.8,16.6,0,2022
107,105,Alfonso Smith,ARI,24,RB,15,0,30,102,1,7,12,3.4,6.8,0,2011
133,130,Alfonso Smith,ARI,26,RB,16,0,18,54,1,5,21,3,3.4,2,2013
192,187,Alfonso Smith,SFO,27,RB,6,0,7,19,0,1,12,2.7,3.2,0,2014
23,24,Alfred Blue,HOU,23,RB,16,3,169,528,2,29,46,3.1,33,0,2014
22,23,Alfred Blue,HOU,24,RB,16,9,183,698,2,34,41,3.8,43.6,2,2015
42,42,Alfred Blue,HOU,25,RB,14,2,100,420,1,23,25,4.2,30,2,2016
63,62,Alfred Blue,HOU,26,RB,11,0,71,262,1,10,48,3.7,23.8,0,2017
28,29,Alfred Blue,HOU,27,RB,16,2,150,499,2,25,17,3.3,31.2,0,2018
2,3,Alfred Morris,WAS,24,RB,16,16,335,1613,13,86,39,4.8,100.8,4,2012
13,14,Alfred Morris,WAS,27,RB,16,16,202,751,1,35,48,3.7,46.9,0,2015
66,65,Alfred Morris,DAL,28,RB,14,0,69,243,2,15,17,3.5,17.4,0,2016
41,41,Alfred Morris,DAL,29,RB,14,5,115,547,1,25,70,4.8,39.1,0,2017
46,46,Alfred Morris,SFO,30,RB,12,1,111,428,2,24,51,3.9,35.7,2,2018
327,318,Alfred Morris,ARI,31,RB,1,0,1,4,0,1,4,4,4,0,2019
85,84,Alfred Morris,NYG,32,RB,9,0,55,238,1,13,20,4.3,26.4,0,2020
8,9,Alfred Morris*,WAS,25,RB,16,16,276,1275,7,61,45,4.6,79.7,5,2013
5,6,Alfred Morris*,WAS,26,RB,16,16,265,1074,8,53,30,4.1,67.1,2,2014
193,188,Allen Bradford,TAM,23,RB,1,0,5,13,0,0,4,2.6,13,0,2011
220,214,Alonzo Harris,GNB,23,RB,6,0,4,19,0,1,16,4.8,3.2,0,2015
11,12,Alvin Kamara,NOR,27,RB,15,13,223,897,2,40,27,4,59.8,4,2022
38,38,Alvin Kamara*,NOR,22,RB,16,3,120,728,8,42,74,6.1,45.5,1,2017
15,16,Alvin Kamara*,NOR,23,RB,15,13,194,883,14,57,49,4.6,58.9,1,2018
24,25,Alvin Kamara*,NOR,24,RB,14,9,171,797,5,32,40,4.7,56.9,4,2019
15,16,Alvin Kamara*,NOR,25,RB,15,10,187,932,16,58,49,5,62.1,1,2020
5,6,Alvin Kamara*,NOR,26,RB,13,10,240,898,4,42,30,3.7,69.1,0,2021
83,82,Alvin Pearman,JAX,23,RB,16,0,39,149,1,6,45,3.8,9.3,4,2005
121,119,Alvin Pearman,JAX,24,RB,13,0,19,89,1,6,12,4.7,6.8,2,2006
35,35,Ameer Abdullah,DET,22,RB,16,9,143,597,2,31,36,4.2,37.3,5,2015
135,132,Ameer Abdullah,DET,23,RB,2,2,18,101,0,6,24,5.6,50.5,0,2016
28,29,Ameer Abdullah,DET,24,RB,14,11,165,552,4,26,34,3.3,39.4,2,2017
282,274,Ameer Abdullah,2TM,25,RB,10,0,1,1,0,0,1,1,0.1,1,2018
118,116,Ameer Abdullah,MIN,26,RB,16,0,23,115,0,4,15,5,7.2,1,2019
185,180,Ameer Abdullah,MIN,27,RB,16,0,8,42,0,4,13,5.3,2.6,0,2020
92,90,Ameer Abdullah,2TM,28,RB,17,1,51,166,0,8,15,3.3,9.8,0,2021
243,237,Ameer Abdullah,LVR,29,RB,17,0,4,20,0,2,7,5,1.2,0,2022
179,175,Amos Zereoue,PIT,24,RB,12,0,6,14,0,1,11,2.3,1.2,0,2000
46,46,Amos Zereoue,PIT,25,RB,14,0,85,441,1,26,32,5.2,31.5,3,2001
30,30,Amos Zereoue,PIT,26,RB,16,5,193,762,4,36,42,3.9,47.6,2,2002
36,36,Amos Zereoue,PIT,27,RB,16,6,132,433,2,22,22,3.3,27.1,0,2003
42,42,Amos Zereoue,OAK,28,RB,15,6,112,425,3,20,55,3.8,28.3,1,2004
185,180,Amos Zereoue,NWE,29,RB,3,0,7,14,0,2,12,2,4.7,0,2005
294,286,Amp Lee,PHI,29,RB,3,0,1,2,0,0,2,2,0.7,0,2000
237,231,Andre Brown,2TM,24,RB,4,0,2,-1,0,0,0,-0.5,-0.3,0,2010
58,58,Andre Brown,NYG,26,RB,10,2,73,385,8,26,31,5.3,38.5,0,2012
37,37,Andre Brown,NYG,27,RB,8,8,139,492,3,31,23,3.5,61.5,3,2013
42,42,Andre Ellington,ARI,24,RB,15,1,118,652,3,27,80,5.5,43.5,1,2013
16,17,Andre Ellington,ARI,25,RB,12,12,201,660,3,31,22,3.3,55,2,2014
90,89,Andre Ellington,ARI,26,RB,10,2,45,289,3,11,63,6.4,28.9,1,2015
100,98,Andre Ellington,ARI,27,RB,16,0,34,96,0,4,13,2.8,6,0,2016
130,127,Andre Ellington,2TM,28,RB,12,2,20,55,1,0,14,2.8,4.6,0,2017
80,79,Andre Hall,DEN,25,RB,10,1,44,216,2,10,62,4.9,21.6,1,2007
86,85,Andre Hall,DEN,26,RB,8,0,35,144,0,7,16,4.1,18,2,2008
13,14,Andre Williams,NYG,22,RB,16,7,217,721,7,32,50,3.3,45.1,1,2014
53,53,Andre Williams,NYG,23,RB,16,0,88,257,1,12,35,2.9,16.1,0,2015
139,136,Andre Williams,SDG,24,RB,1,0,18,87,0,6,14,4.8,87,0,2016
168,164,Andre Williams,LAC,25,RB,8,0,9,25,0,0,7,2.8,3.1,0,2017
214,209,Andy Janovich,DEN,23,RB,11,5,4,33,1,2,28,8.3,3,0,2016
191,186,Andy Janovich,DEN,24,RB,16,4,6,12,1,3,4,2,0.8,0,2017
311,302,Andy Janovich,DEN,26,RB,7,3,1,1,1,1,1,1,0.1,0,2019
285,277,Andy Janovich,CLE,27,RB,14,3,2,4,0,1,2,2,0.3,0,2020
287,279,Andy Janovich,CLE,28,RB,13,3,2,0,1,1,1,0,0,0,2021
224,218,Anthony Allen,BAL,23,RB,5,0,3,8,0,0,3,2.7,1.6,0,2011
145,142,Anthony Allen,BAL,24,RB,16,0,16,61,1,4,20,3.8,3.8,0,2012
59,59,Anthony Dixon,SFO,23,RB,16,0,70,237,2,11,34,3.4,14.8,0,2010
108,106,Anthony Dixon,SFO,24,RB,16,0,29,87,2,6,9,3,5.4,0,2011
133,130,Anthony Dixon,SFO,25,RB,16,0,21,78,2,3,9,3.7,4.9,0,2012
110,108,Anthony Dixon,SFO,26,RB,16,1,28,56,2,6,9,2,3.5,0,2013
43,43,Anthony Dixon,BUF,27,RB,16,0,105,432,2,14,47,4.1,27,1,2014
132,129,Anthony Dixon,BUF,28,RB,16,1,21,44,1,5,6,2.1,2.8,0,2015
100,98,Anthony Johnson,JAX,33,RB,12,3,28,112,1,6,19,4,9.3,0,2000
112,110,Anthony McFarland Jr.,PIT,21,RB,11,0,33,113,0,4,20,3.4,10.3,0,2020
260,253,Anthony McFarland Jr.,PIT,22,RB,2,0,3,3,0,0,3,1,1.5,0,2021
221,215,Anthony McFarland Jr.,PIT,23,RB,1,0,6,30,0,3,14,5,30,0,2022
261,254,Anthony Sherman,KAN,25,RB,16,8,2,3,0,1,2,1.5,0.2,1,2013
265,258,Anthony Sherman,KAN,26,RB,16,6,2,8,0,1,4,4,0.5,0,2014
305,297,Anthony Sherman,KAN,27,RB,16,2,1,0,0,0,0,0,0,0,2015
143,140,Anthony Sherman,KAN,29,RB,16,3,14,40,1,5,9,2.9,2.5,0,2017
222,216,Anthony Sherman,KAN,31,RB,16,0,4,9,0,3,5,2.3,0.6,0,2019
262,255,Anthony Sherman,KAN,32,RB,13,1,3,8,0,2,6,2.7,0.6,0,2020
336,327,Anthony Sherman*,KAN,30,RB,16,1,1,2,0,1,2,2,0.1,0,2018
11,12,Anthony Thomas,CHI,24,RB,14,10,278,1183,7,58,46,4.3,84.5,0,2001
23,24,Anthony Thomas,CHI,25,RB,12,12,214,721,6,35,34,3.4,60.1,5,2002
17,18,Anthony Thomas,CHI,26,RB,13,13,244,1024,6,47,67,4.2,78.8,1,2003
38,38,Anthony Thomas,CHI,27,RB,12,2,122,404,2,16,41,3.3,33.7,1,2004
80,79,Anthony Thomas,2TM,28,RB,9,2,43,92,0,0,12,2.1,10.2,0,2005
48,48,Anthony Thomas,BUF,29,RB,16,2,107,378,2,15,19,3.5,23.6,1,2006
87,86,Anthony Thomas,BUF,30,RB,10,2,36,89,0,4,9,2.5,8.9,0,2007
316,307,Antone Smith,ATL,25,RB,9,0,1,-3,0,0,-3,-3,-0.3,0,2010
195,190,Antone Smith,ATL,28,RB,15,0,5,145,2,4,50,29,9.7,0,2013
130,127,Antone Smith,ATL,29,RB,10,0,23,144,2,6,48,6.3,14.4,1,2014
307,299,Antone Smith,CHI,30,RB,5,0,1,11,0,1,11,11,2.2,0,2015
161,157,Antone Smith,TAM,31,RB,3,0,10,47,0,2,8,4.7,15.7,2,2016
36,36,Antonio Andrews,TEN,23,RB,14,10,143,520,3,31,38,3.6,37.1,1,2015
240,234,Antonio Andrews,TEN,24,RB,16,0,2,15,0,0,9,7.5,0.9,0,2016
17,18,Antonio Gibson,WAS,22,RB,14,10,170,795,11,40,40,4.7,56.8,1,2020
3,4,Antonio Gibson,WAS,23,RB,16,14,258,1037,7,65,27,4,64.8,6,2021
36,36,Antonio Gibson,WAS,24,RB,15,6,149,546,3,32,20,3.7,36.4,1,2022
83,82,Antonio Pittman,STL,22,RB,11,0,38,139,0,7,43,3.7,12.6,0,2007
161,157,Antonio Williams,BUF,23,RB,1,0,12,63,2,4,18,5.3,63,0,2020
38,38,Antowain Smith,BUF,28,RB,11,3,101,354,4,19,59,3.5,32.2,1,2000
10,11,Antowain Smith,NWE,29,RB,16,15,287,1157,12,61,44,4,72.3,4,2001
18,19,Antowain Smith,NWE,30,RB,16,15,252,982,6,58,42,3.9,61.4,2,2002
25,26,Antowain Smith,NWE,31,RB,13,6,182,642,3,31,30,3.5,49.4,1,2003
33,33,Antowain Smith,TEN,32,RB,13,4,137,509,4,23,43,3.7,39.2,2,2004
31,31,Antowain Smith,NOR,33,RB,16,7,166,659,3,23,42,4,41.2,2,2005
78,77,Arian Foster,HOU,23,RB,6,1,54,257,3,15,24,4.8,42.8,1,2009
40,40,Arian Foster,HOU,27,RB,8,8,121,542,1,31,23,4.5,67.8,0,2013
66,65,Arian Foster,HOU,29,RB,4,4,63,163,1,12,16,2.6,40.8,2,2015
125,122,Arian Foster,MIA,30,RB,4,2,22,55,0,3,9,2.5,13.8,1,2016
5,6,Arian Foster*,HOU,25,RB,13,13,278,1224,10,58,43,4.4,94.2,5,2011
0,1,Arian Foster*,HOU,26,RB,16,16,351,1424,15,78,46,4.1,89,3,2012
6,7,Arian Foster*,HOU,28,RB,13,13,260,1246,8,55,51,4.8,95.8,2,2014
2,3,Arian Foster*+,HOU,24,RB,16,13,327,1616,16,90,74,4.9,101,3,2010
51,51,Arlen Harris,STL,23,RB,16,2,85,255,4,16,18,3,15.9,3,2003
123,120,Arlen Harris,STL,24,RB,14,1,20,63,0,3,14,3.2,4.5,1,2004
146,143,Arlen Harris,STL,25,RB,16,0,13,21,1,2,10,1.6,1.3,0,2005
65,64,Arlen Harris,DET,26,RB,10,3,49,158,1,8,20,3.2,15.8,0,2006
144,141,Armando Allen,CHI,22,RB,2,0,15,48,0,3,13,3.2,24,0,2011
114,112,Armando Allen,CHI,23,RB,15,0,27,124,1,6,46,4.6,8.3,0,2012
241,235,Armond Smith,CLE,25,RB,3,0,3,2,0,0,6,0.7,0.7,0,2011
233,227,Armond Smith,CAR,26,RB,4,0,3,0,0,0,3,0,0,0,2012
210,205,Armond Smith,CAR,27,RB,5,0,4,5,0,0,5,1.3,1,0,2013
212,207,Artavis Pierce,CHI,24,RB,5,0,6,34,1,2,23,5.7,6.8,0,2020
85,84,Artose Pinner,DET,25,RB,3,2,39,99,0,3,12,2.5,33,0,2003
71,70,Artose Pinner,DET,26,RB,9,2,57,174,2,11,14,3.1,19.3,0,2004
45,45,Artose Pinner,DET,27,RB,16,2,106,349,3,22,19,3.3,21.8,0,2005
71,70,Artose Pinner,MIN,28,RB,12,1,43,190,3,13,21,4.4,15.8,1,2006
212,207,Artose Pinner,ATL,29,RB,7,0,5,46,0,2,49,9.2,6.6,0,2007
88,87,Austin Ekeler,LAC,22,RB,16,0,47,260,2,13,35,5.5,16.3,2,2017
47,47,Austin Ekeler,LAC,23,RB,14,3,106,554,3,25,41,5.2,39.6,1,2018
35,35,Austin Ekeler,LAC,24,RB,16,8,132,557,3,32,35,4.2,34.8,3,2019
42,42,Austin Ekeler,LAC,25,RB,10,10,116,530,1,26,27,4.6,53,1,2020
13,14,Austin Ekeler,LAC,26,RB,16,16,206,911,12,53,28,4.4,56.9,4,2021
19,20,Austin Ekeler,LAC,27,RB,17,17,204,915,13,46,72,4.5,53.8,5,2022
180,176,Austin Johnson,NOR,25,RB,7,1,8,22,0,5,8,2.8,3.1,0,2014
222,216,Austin Johnson,NOR,26,RB,10,1,4,9,1,3,4,2.3,0.9,0,2015
376,365,Austin Walter,SFO,24,RB,4,0,1,3,0,0,3,3,0.8,0,2020
135,132,Austin Walter,NYJ,25,RB,4,0,26,101,1,5,14,3.9,25.3,0,2021
94,92,Autry Denson,MIA,24,RB,11,0,31,108,0,5,12,3.5,9.8,1,2000
260,253,Autry Denson,CHI,25,RB,16,0,1,4,0,0,4,4,0.3,1,2001
245,239,Autry Denson,IND,26,RB,1,0,2,2,0,0,3,1,2,0,2002
138,135,Aveion Cason,2TM,22,RB,6,0,11,31,0,0,19,2.8,5.2,2,2001
99,97,Aveion Cason,DET,23,RB,10,3,26,107,0,5,40,4.1,10.7,0,2002
80,79,Aveion Cason,DAL,24,RB,10,0,40,220,2,7,63,5.5,22,2,2003
160,156,Aveion Cason,STL,26,RB,2,0,10,65,1,3,14,6.5,32.5,0,2005
105,103,Aveion Cason,DET,27,RB,6,2,24,94,0,4,16,3.9,15.7,0,2006
157,153,Aveion Cason,DET,28,RB,12,0,11,38,0,2,12,3.5,3.2,2,2007
200,195,Aveion Cason,DET,29,RB,7,0,4,7,0,0,4,1.8,1,1,2008
137,134,Avery Williams,ATL,24,RB,17,3,22,109,1,6,21,5,6.4,1,2022
161,157,Avon Cobourne,DET,24,RB,7,0,10,27,0,1,19,2.7,3.9,0,2003
221,215,B.J. Sams,BAL,24,RB,16,1,4,19,1,2,8,4.8,1.2,5,2004
121,119,Baron Batch,PIT,25,RB,12,0,25,49,1,4,10,2,4.1,0,2012
250,243,Basil Mitchell,GNB,25,RB,1,0,2,8,0,0,4,4,8,1,2000
28,29,Beanie Wells,ARI,21,RB,16,0,176,793,7,39,33,4.5,49.6,4,2009
42,42,Beanie Wells,ARI,22,RB,13,2,116,397,2,18,24,3.4,30.5,1,2010
13,14,Beanie Wells,ARI,23,RB,14,14,245,1047,10,48,71,4.3,74.8,4,2011
51,51,Beanie Wells,ARI,24,RB,8,7,88,234,5,11,31,2.7,29.3,1,2012
73,72,Ben Gay,CLE,21,RB,16,0,51,172,1,12,40,3.4,10.8,4,2001
21,22,Ben Tate,HOU,23,RB,15,2,175,942,4,53,56,5.4,62.8,4,2011
65,64,Ben Tate,HOU,24,RB,11,0,65,279,2,18,25,4.3,25.4,1,2012
24,25,Ben Tate,HOU,25,RB,14,7,181,771,4,37,60,4.3,55.1,5,2013
39,39,Ben Tate,3TM,26,RB,11,6,119,371,4,0,25,3.1,33.7,0,2014
63,62,BenJarvus Green-Ellis,NWE,23,RB,9,3,74,275,5,23,15,3.7,30.6,0,2008
107,105,BenJarvus Green-Ellis,NWE,24,RB,12,0,26,114,0,6,29,4.4,9.5,0,2009
14,15,BenJarvus Green-Ellis,NWE,25,RB,16,11,229,1008,13,65,33,4.4,63,0,2010
20,21,BenJarvus Green-Ellis,NWE,26,RB,16,6,181,667,11,42,18,3.7,41.7,0,2011
7,8,BenJarvus Green-Ellis,CIN,27,RB,15,15,278,1094,6,55,48,3.9,72.9,3,2012
15,16,BenJarvus Green-Ellis,CIN,28,RB,16,16,220,756,7,49,25,3.4,47.3,2,2013
85,84,Benny Cunningham,STL,23,RB,14,0,47,261,1,11,56,5.6,18.6,2,2013
67,66,Benny Cunningham,STL,24,RB,16,2,66,246,3,12,20,3.7,15.4,2,2014
99,97,Benny Cunningham,STL,25,RB,16,1,37,140,0,7,40,3.8,8.8,1,2015
126,123,Benny Cunningham,LAR,26,RB,11,0,21,101,0,4,24,4.8,9.2,1,2016
161,157,Benny Cunningham,CHI,27,RB,14,0,9,29,0,1,12,3.2,2.1,1,2017
155,151,Benny Cunningham,CHI,28,RB,15,0,11,20,0,0,6,1.8,1.3,0,2018
43,43,Benny Snell Jr.,PIT,21,RB,13,2,108,426,2,19,23,3.9,32.8,1,2019
46,46,Benny Snell Jr.,PIT,22,RB,16,3,111,368,4,25,30,3.3,23,2,2020
116,114,Benny Snell Jr.,PIT,23,RB,17,0,36,98,0,3,9,2.7,5.8,0,2021
140,137,Benny Snell Jr.,PIT,24,RB,17,0,20,90,1,6,16,4.5,5.3,0,2022
42,42,Bernard Pierce,BAL,21,RB,16,0,108,532,1,24,78,4.9,33.3,0,2012
34,34,Bernard Pierce,BAL,22,RB,16,1,152,436,2,23,28,2.9,27.3,0,2013
51,51,Bernard Pierce,BAL,23,RB,13,2,93,366,2,20,28,3.9,28.2,1,2014
194,189,Bernard Pierce,JAX,24,RB,7,0,6,11,0,1,4,1.8,1.6,0,2015
61,60,Bernard Scott,CIN,25,RB,13,2,74,321,0,15,61,4.3,24.7,1,2009
66,65,Bernard Scott,CIN,26,RB,16,0,61,299,1,16,18,4.9,18.7,1,2010
47,47,Bernard Scott,CIN,27,RB,16,1,112,380,3,21,25,3.4,23.8,0,2011
174,170,Bernard Scott,CIN,28,RB,2,0,8,35,0,2,29,4.4,17.5,0,2012
209,204,Bernard Scott,BAL,29,RB,2,0,4,14,0,0,9,3.5,7,0,2013
106,104,Bernie Parmalee,NYJ,33,RB,14,0,27,87,2,8,18,3.2,6.2,0,2000
160,156,Bilal Powell,NYJ,23,RB,2,0,13,21,0,1,6,1.6,10.5,1,2011
38,38,Bilal Powell,NYJ,24,RB,14,2,110,437,4,24,18,4,31.2,0,2012
27,28,Bilal Powell,NYJ,25,RB,16,11,176,697,1,36,39,4,43.6,1,2013
109,107,Bilal Powell,NYJ,26,RB,15,1,33,141,1,7,15,4.3,9.4,0,2014
63,62,Bilal Powell,NYJ,27,RB,11,2,70,313,1,18,24,4.5,28.5,2,2015
31,31,Bilal Powell,NYJ,28,RB,16,4,131,722,3,44,35,5.5,45.1,1,2016
23,24,Bilal Powell,NYJ,29,RB,15,10,178,772,5,32,75,4.3,51.5,1,2017
61,60,Bilal Powell,NYJ,30,RB,7,7,80,343,0,16,38,4.3,49,2,2018
70,69,Bilal Powell,NYJ,31,RB,13,1,59,229,0,12,17,3.9,17.6,0,2019
32,32,Bishop Sankey,TEN,22,RB,16,9,152,569,2,26,22,3.7,35.6,2,2014
88,87,Bishop Sankey,TEN,23,RB,13,3,47,193,1,5,16,4.1,14.8,2,2015
50,50,Bo Scarbrough,DET,25,RB,6,5,89,377,1,15,30,4.2,62.8,1,2019
214,209,Bo Scarbrough,SEA,26,RB,1,0,6,31,0,1,12,5.2,31,0,2020
35,35,Bobby Rainey,2TM,26,RB,15,6,150,566,5,0,80,3.8,37.7,1,2013
49,49,Bobby Rainey,TAM,27,RB,15,5,94,406,1,21,31,4.3,27.1,3,2014
209,204,Bobby Rainey,TAM,28,RB,16,0,5,18,0,0,7,3.6,1.1,8,2015
142,139,Bobby Rainey,NYG,29,RB,15,0,17,63,0,4,14,3.7,4.2,1,2016
313,304,Bobby Rainey,BAL,30,RB,4,0,1,2,0,0,2,2,0.5,0,2017
68,67,Boston Scott,PHI,24,RB,11,2,61,245,5,17,25,4,22.3,4,2019
68,67,Boston Scott,PHI,25,RB,16,4,80,374,1,16,56,4.7,23.4,2,2020
58,58,Boston Scott,PHI,26,RB,16,4,87,373,7,24,23,4.3,23.3,1,2021
82,81,Boston Scott,PHI,27,RB,15,2,54,217,3,12,21,4,14.5,0,2022
27,28,Branden Oliver,SDG,23,RB,14,7,160,582,3,31,52,3.6,41.6,0,2014
114,112,Branden Oliver,SDG,24,RB,8,1,31,108,0,8,15,3.5,13.5,0,2015
106,104,Branden Oliver,LAC,26,RB,8,0,35,83,0,6,26,2.4,10.4,0,2017
41,41,Brandon Bennett,CIN,27,RB,16,0,90,324,3,18,37,3.6,20.3,2,2000
74,73,Brandon Bennett,CIN,28,RB,16,1,50,232,0,16,36,4.6,14.5,1,2001
85,84,Brandon Bennett,CIN,29,RB,12,0,33,155,0,10,29,4.7,12.9,2,2002
66,65,Brandon Bennett,CIN,30,RB,16,0,56,173,0,11,19,3.1,10.8,2,2003
182,178,Brandon Bennett,CAR,31,RB,8,0,6,17,1,2,11,2.8,2.1,0,2004
76,75,Brandon Bolden,NWE,22,RB,10,0,56,274,2,18,27,4.9,27.4,0,2012
74,73,Brandon Bolden,NWE,23,RB,12,2,55,271,3,16,46,4.9,22.6,0,2013
119,117,Brandon Bolden,NWE,24,RB,16,2,28,89,1,5,17,3.2,5.6,0,2014
65,64,Brandon Bolden,NWE,25,RB,15,2,63,207,0,9,14,3.3,13.8,0,2015
280,272,Brandon Bolden,NWE,26,RB,14,0,1,4,0,0,4,4,0.3,0,2016
147,144,Brandon Bolden,NWE,27,RB,16,0,13,67,0,3,20,5.2,4.2,0,2017
172,168,Brandon Bolden,MIA,28,RB,16,0,8,91,2,4,54,11.4,5.7,1,2018
142,139,Brandon Bolden,NWE,29,RB,15,2,15,68,3,5,21,4.5,4.5,0,2019
99,97,Brandon Bolden,NWE,31,RB,17,1,44,226,1,12,24,5.1,13.3,1,2021
147,144,Brandon Bolden,LVR,32,RB,16,0,17,66,0,3,12,3.9,4.1,0,2022
247,240,Brandon Burks,NYJ,23,RB,1,0,2,-4,0,0,1,-2,-4,0,2016
55,55,Brandon Jackson,GNB,22,RB,11,3,75,267,1,9,46,3.6,24.3,0,2007
81,80,Brandon Jackson,GNB,23,RB,13,0,45,248,1,15,32,5.5,19.1,1,2008
90,89,Brandon Jackson,GNB,24,RB,12,0,37,111,2,5,9,3,9.3,1,2009
23,24,Brandon Jackson,GNB,25,RB,16,13,190,703,3,30,71,3.7,43.9,1,2010
169,165,Brandon Jackson,CLE,27,RB,2,0,8,54,0,2,25,6.8,27,0,2012
84,83,Brandon Jacobs,NYG,23,RB,16,0,38,99,7,19,21,2.6,6.2,1,2005
50,50,Brandon Jacobs,NYG,24,RB,15,0,96,423,9,32,16,4.4,28.2,2,2006
21,22,Brandon Jacobs,NYG,25,RB,11,9,202,1009,4,52,43,5,91.7,5,2007
18,19,Brandon Jacobs,NYG,26,RB,13,13,219,1089,15,58,44,5,83.8,3,2008
14,15,Brandon Jacobs,NYG,27,RB,15,15,224,835,5,44,31,3.7,55.7,2,2009
36,36,Brandon Jacobs,NYG,28,RB,16,5,147,823,9,38,73,5.6,51.4,2,2010
30,30,Brandon Jacobs,NYG,29,RB,14,6,152,571,7,32,28,3.8,40.8,3,2011
192,187,Brandon Jacobs,SFO,30,RB,2,0,5,7,0,1,3,1.4,3.5,0,2012
72,71,Brandon Jacobs,NYG,31,RB,7,1,58,238,4,16,37,4.1,34,1,2013
132,129,Brandon Saine,GNB,23,RB,8,0,18,69,0,1,10,3.8,8.6,0,2011
164,160,Brandon Wilds,NYJ,23,RB,4,0,10,27,0,1,6,2.7,6.8,0,2016
202,197,Brandon Wilds,JAX,25,RB,3,0,6,15,0,0,5,2.5,5,0,2018
59,59,Breece Hall,NYJ,21,RB,7,2,80,463,4,20,62,5.8,66.1,1,2022
165,161,Brian Calhoun,DET,22,RB,7,0,7,19,0,0,7,2.7,2.7,1,2006
175,171,Brian Calhoun,DET,23,RB,4,0,7,35,0,2,17,5,8.8,0,2007
152,149,Brian Hill,2TM,22,RB,7,0,11,37,0,0,11,3.4,5.3,0,2017
131,128,Brian Hill,ATL,23,RB,10,0,20,157,0,5,60,7.9,15.7,1,2018
54,54,Brian Hill,ATL,24,RB,12,2,78,323,2,19,27,4.1,26.9,0,2019
51,51,Brian Hill,ATL,25,RB,16,1,100,465,1,18,62,4.7,29.1,2,2020
251,244,Brian Leonard,STL,24,RB,2,0,2,7,0,0,5,3.5,3.5,0,2008
106,104,Brian Leonard,CIN,25,RB,14,1,27,84,0,7,11,3.1,6,1,2009
